age,gender,role,position,department,ad_type,ad_topic,ad_placement,label
50,Male,HR operations,Talent recruiter,Human Resources,Video,Career Development,Instagram,0
33,Female,Finance,HR manager,Marketing,Banner,Technology,Instagram,0
31,Male,Marketing,Onboarding Specialist,Engineering,Banner,Payroll Automation,TikTok,0
26,Male,Finance,Onboarding Specialist,Marketing,Video,Career Development,Instagram,0
34,Male,Marketing,Talent recruiter,Human Resources,Banner,Employee Retention,Instagram,1
34,Female,HR operations,Talent recruiter,Human Resources,Banner,Career Development,Instagram,0
45,Female,HR operations,HR manager,Finance,Video,Technology,Instagram,0
54,Male,HR operations,Talent recruiter,Human Resources,Video,Employee Retention,Instagram,1
31,Female,HR operations,Head of HR,Engineering,Video,Payroll Automation,LinkedIn,0
36,Female,Finance,Talent recruiter,Engineering,Video,Payroll Automation,Instagram,0
42,Female,Marketing,Talent recruiter,Finance,Banner,Payroll Automation,LinkedIn,0
41,Male,HR operations,Head of HR,Marketing,Video,Payroll Automation,TikTok,0
48,Female,Finance,Onboarding Specialist,Engineering,Video,Employee Retention,Instagram,0
50,Female,Engineering,Talent recruiter,Engineering,Video,Technology,Instagram,0
23,Male,Marketing,Onboarding Specialist,Marketing,Banner,Employee Retention,LinkedIn,0
52,Male,Finance,Talent recruiter,Human Resources,Banner,Technology,LinkedIn,0
46,Male,Finance,HR manager,Human Resources,Video,Employee Retention,Instagram,0
43,Male,HR operations,HR manager,Engineering,Banner,Technology,LinkedIn,0
44,Male,Finance,HR manager,Human Resources,Video,Career Development,Instagram,0
27,Female,Engineering,Head of HR,Human Resources,Video,Employee Retention,Instagram,0
46,Male,Engineering,Head of HR,Finance,Banner,Technology,LinkedIn,0
28,Male,Marketing,Head of HR,Finance,Banner,Employee Retention,LinkedIn,0
38,Female,Finance,HR coordinator,Human Resources,Video,Employee Retention,Instagram,1
43,Male,Finance,HR manager,Marketing,Banner,Technology,Instagram,0
37,Male,Marketing,HR coordinator,Marketing,Video,Employee Retention,Instagram,0
36,Female,Marketing,Talent recruiter,Finance,Banner,Technology,LinkedIn,0
45,Male,Finance,HR coordinator,Engineering,Banner,Career Development,Instagram,0
43,Female,Engineering,Onboarding Specialist,Marketing,Video,Employee Retention,TikTok,0
38,Female,Finance,HR manager,Engineering,Video,Career Development,Instagram,0
27,Female,Marketing,Talent recruiter,Finance,Banner,Technology,Instagram,0
45,Male,HR operations,HR coordinator,Finance,Banner,Technology,Instagram,0
31,Female,HR operations,Onboarding Specialist,Engineering,Banner,Employee Retention,Instagram,0
54,Male,HR operations,Head of HR,Engineering,Banner,Payroll Automation,LinkedIn,0
47,Female,Engineering,Talent recruiter,Human Resources,Banner,Career Development,LinkedIn,1
36,Female,Finance,Talent recruiter,Marketing,Video,Career Development,LinkedIn,0
33,Male,Marketing,Onboarding Specialist,Engineering,Video,Technology,TikTok,0
32,Male,Marketing,HR manager,Human Resources,Video,Employee Retention,LinkedIn,0
33,Male,HR operations,Talent recruiter,Human Resources,Banner,Employee Retention,LinkedIn,0
52,Male,Engineering,HR manager,Human Resources,Video,Employee Retention,LinkedIn,0
44,Male,Finance,HR manager,Human Resources,Video,Career Development,Instagram,0
38,Female,Marketing,Head of HR,Finance,Video,Employee Retention,TikTok,0
34,Female,HR operations,Head of HR,Engineering,Video,Payroll Automation,TikTok,0
38,Female,Engineering,Head of HR,Marketing,Banner,Payroll Automation,Instagram,0
47,Male,Finance,Head of HR,Finance,Banner,Technology,Instagram,0
52,Female,Finance,Head of HR,Engineering,Video,Career Development,TikTok,0
45,Male,HR operations,Head of HR,Human Resources,Banner,Employee Retention,TikTok,0
37,Female,Finance,Head of HR,Marketing,Video,Employee Retention,Instagram,0
35,Male,Marketing,Talent recruiter,Finance,Video,Technology,LinkedIn,1
35,Female,HR operations,Onboarding Specialist,Finance,Video,Employee Retention,TikTok,0
36,Male,Engineering,Onboarding Specialist,Human Resources,Video,Payroll Automation,TikTok,0
35,Female,Finance,HR manager,Marketing,Banner,Technology,LinkedIn,0
31,Male,Finance,HR manager,Marketing,Banner,Career Development,Instagram,0
52,Male,Finance,Onboarding Specialist,Human Resources,Banner,Payroll Automation,LinkedIn,0
48,Female,Finance,HR coordinator,Engineering,Banner,Payroll Automation,Instagram,0
46,Male,HR operations,HR manager,Marketing,Video,Employee Retention,TikTok,0
37,Female,HR operations,HR coordinator,Human Resources,Video,Payroll Automation,TikTok,1
50,Female,Finance,Onboarding Specialist,Engineering,Video,Career Development,LinkedIn,0
38,Female,Marketing,Talent recruiter,Marketing,Video,Payroll Automation,Instagram,0
51,Male,Marketing,Talent recruiter,Marketing,Video,Career Development,LinkedIn,0
41,Male,Engineering,Onboarding Specialist,Marketing,Banner,Employee Retention,TikTok,0
24,Female,Marketing,Onboarding Specialist,Human Resources,Banner,Technology,LinkedIn,0
36,Male,Engineering,Talent recruiter,Human Resources,Video,Career Development,Instagram,0
31,Female,HR operations,Head of HR,Engineering,Video,Payroll Automation,LinkedIn,0
50,Female,Finance,Onboarding Specialist,Finance,Video,Employee Retention,LinkedIn,0
39,Female,Engineering,Head of HR,Engineering,Video,Technology,TikTok,0
37,Male,HR operations,HR manager,Marketing,Banner,Technology,Instagram,0
49,Male,Finance,HR manager,Finance,Banner,Career Development,LinkedIn,0
46,Male,Marketing,Onboarding Specialist,Marketing,Banner,Employee Retention,TikTok,0
37,Male,Finance,Talent recruiter,Human Resources,Banner,Career Development,Instagram,0
48,Male,HR operations,Head of HR,Finance,Video,Payroll Automation,TikTok,0
54,Female,HR operations,HR manager,Marketing,Banner,Payroll Automation,LinkedIn,0
38,Male,HR operations,Onboarding Specialist,Human Resources,Video,Employee Retention,Instagram,0
30,Male,Engineering,Talent recruiter,Human Resources,Banner,Technology,Instagram,0
53,Female,Finance,HR coordinator,Marketing,Video,Employee Retention,LinkedIn,0
30,Male,Engineering,Head of HR,Human Resources,Video,Career Development,LinkedIn,0
47,Male,Engineering,Head of HR,Engineering,Video,Employee Retention,LinkedIn,0
22,Male,Engineering,Talent recruiter,Finance,Banner,Employee Retention,Instagram,0
40,Male,HR operations,HR coordinator,Human Resources,Banner,Payroll Automation,Instagram,0
40,Male,Marketing,Talent recruiter,Engineering,Banner,Technology,Instagram,0
38,Female,Engineering,Talent recruiter,Marketing,Video,Employee Retention,TikTok,1
48,Female,HR operations,HR coordinator,Marketing,Video,Technology,TikTok,0
27,Female,HR operations,Talent recruiter,Marketing,Banner,Career Development,TikTok,0
50,Male,HR operations,Talent recruiter,Engineering,Video,Payroll Automation,LinkedIn,0
42,Male,Marketing,HR manager,Human Resources,Video,Technology,LinkedIn,0
24,Female,Engineering,Onboarding Specialist,Engineering,Banner,Career Development,Instagram,0
24,Female,HR operations,HR manager,Human Resources,Video,Employee Retention,Instagram,0
23,Male,HR operations,Onboarding Specialist,Human Resources,Video,Payroll Automation,TikTok,0
50,Female,Finance,Onboarding Specialist,Engineering,Video,Career Development,LinkedIn,0
50,Female,Finance,HR manager,Human Resources,Banner,Technology,TikTok,0
46,Female,HR operations,Onboarding Specialist,Marketing,Video,Payroll Automation,LinkedIn,0
43,Female,Engineering,Onboarding Specialist,Marketing,Video,Employee Retention,TikTok,0
29,Female,Engineering,Onboarding Specialist,Human Resources,Banner,Technology,TikTok,0
49,Male,Marketing,Head of HR,Finance,Banner,Employee Retention,TikTok,0
41,Female,Marketing,HR manager,Engineering,Video,Payroll Automation,Instagram,0
45,Male,Engineering,HR coordinator,Engineering,Banner,Career Development,Instagram,0
52,Female,Marketing,HR manager,Human Resources,Video,Career Development,TikTok,0
26,Male,HR operations,Onboarding Specialist,Marketing,Banner,Payroll Automation,LinkedIn,0
46,Male,Engineering,Head of HR,Finance,Banner,Technology,LinkedIn,0
49,Female,HR operations,HR manager,Engineering,Banner,Career Development,TikTok,0
28,Female,Marketing,HR manager,Human Resources,Banner,Payroll Automation,Instagram,0
38,Female,Finance,HR manager,Engineering,Video,Career Development,Instagram,0
37,Female,Finance,HR manager,Marketing,Video,Payroll Automation,TikTok,0
51,Female,Marketing,HR manager,Finance,Banner,Payroll Automation,TikTok,0
31,Female,Marketing,Head of HR,Marketing,Banner,Career Development,LinkedIn,0
26,Female,HR operations,Onboarding Specialist,Marketing,Banner,Employee Retention,Instagram,0
32,Female,HR operations,Talent recruiter,Marketing,Video,Technology,Instagram,0
34,Female,Marketing,Onboarding Specialist,Engineering,Banner,Career Development,Instagram,0
45,Female,Finance,Talent recruiter,Engineering,Banner,Payroll Automation,TikTok,0
29,Male,HR operations,HR coordinator,Human Resources,Video,Technology,TikTok,0
51,Male,Marketing,Talent recruiter,Marketing,Video,Career Development,LinkedIn,0
35,Male,HR operations,Talent recruiter,Finance,Video,Employee Retention,TikTok,0
31,Male,Engineering,Head of HR,Engineering,Banner,Career Development,LinkedIn,0
42,Female,Finance,HR manager,Finance,Video,Technology,TikTok,0
37,Male,Finance,Talent recruiter,Human Resources,Banner,Career Development,Instagram,0
39,Female,HR operations,HR coordinator,Human Resources,Banner,Payroll Automation,TikTok,0
43,Female,Engineering,Head of HR,Human Resources,Banner,Career Development,LinkedIn,0
43,Female,Finance,Onboarding Specialist,Marketing,Video,Employee Retention,LinkedIn,0
35,Male,Marketing,Onboarding Specialist,Engineering,Banner,Payroll Automation,Instagram,1
22,Male,Engineering,HR manager,Finance,Video,Payroll Automation,TikTok,0
33,Male,Finance,HR coordinator,Finance,Video,Employee Retention,TikTok,0
51,Male,Engineering,Talent recruiter,Finance,Banner,Technology,TikTok,0
42,Female,HR operations,Talent recruiter,Marketing,Banner,Career Development,TikTok,0
51,Male,HR operations,HR coordinator,Marketing,Banner,Technology,TikTok,0
24,Male,Engineering,HR manager,Human Resources,Banner,Payroll Automation,LinkedIn,0
41,Female,HR operations,Onboarding Specialist,Finance,Banner,Technology,Instagram,0
49,Male,Finance,HR manager,Finance,Banner,Career Development,LinkedIn,0
23,Male,Marketing,HR coordinator,Human Resources,Video,Career Development,TikTok,0
50,Female,Finance,HR manager,Human Resources,Banner,Technology,TikTok,0
26,Male,Finance,Talent recruiter,Engineering,Banner,Technology,Instagram,0
30,Female,Finance,Talent recruiter,Finance,Video,Employee Retention,Instagram,0
33,Male,HR operations,Talent recruiter,Human Resources,Banner,Employee Retention,LinkedIn,0
23,Male,Engineering,Head of HR,Human Resources,Video,Career Development,Instagram,0
49,Male,HR operations,Onboarding Specialist,Finance,Banner,Employee Retention,TikTok,1
46,Male,Finance,HR coordinator,Marketing,Banner,Career Development,TikTok,0
53,Male,Engineering,Onboarding Specialist,Marketing,Banner,Employee Retention,TikTok,0
40,Male,Engineering,Talent recruiter,Human Resources,Banner,Technology,Instagram,1
29,Male,HR operations,Head of HR,Finance,Video,Payroll Automation,Instagram,0
26,Female,Engineering,HR coordinator,Marketing,Banner,Payroll Automation,TikTok,0
34,Female,HR operations,HR coordinator,Finance,Video,Payroll Automation,Instagram,1
52,Male,Engineering,HR coordinator,Marketing,Banner,Employee Retention,TikTok,1
43,Female,Finance,Onboarding Specialist,Marketing,Video,Employee Retention,LinkedIn,0
22,Female,Finance,Head of HR,Marketing,Banner,Career Development,Instagram,0
24,Male,HR operations,HR manager,Finance,Video,Technology,LinkedIn,0
38,Female,Marketing,HR coordinator,Human Resources,Banner,Payroll Automation,LinkedIn,0
53,Male,Engineering,Head of HR,Finance,Video,Technology,Instagram,0
33,Male,HR operations,Talent recruiter,Human Resources,Banner,Career Development,Instagram,0
51,Male,HR operations,HR manager,Finance,Banner,Payroll Automation,TikTok,0
27,Male,Finance,HR manager,Marketing,Video,Employee Retention,Instagram,0
44,Male,Engineering,HR manager,Engineering,Video,Employee Retention,Instagram,0
30,Male,HR operations,Onboarding Specialist,Marketing,Video,Career Development,TikTok,0
44,Female,Engineering,HR manager,Marketing,Banner,Technology,Instagram,0
42,Male,Finance,Head of HR,Finance,Banner,Employee Retention,LinkedIn,0
34,Male,Finance,Talent recruiter,Human Resources,Video,Career Development,LinkedIn,0
51,Female,Finance,HR coordinator,Human Resources,Banner,Payroll Automation,Instagram,0
34,Male,Finance,Talent recruiter,Human Resources,Video,Career Development,LinkedIn,0
39,Female,Marketing,Talent recruiter,Marketing,Video,Payroll Automation,TikTok,0
42,Male,Engineering,HR manager,Marketing,Video,Career Development,TikTok,0
26,Female,Finance,HR coordinator,Engineering,Banner,Technology,LinkedIn,0
46,Female,Finance,HR manager,Human Resources,Banner,Technology,Instagram,0
52,Male,Finance,Head of HR,Marketing,Banner,Career Development,TikTok,0
31,Female,HR operations,Onboarding Specialist,Engineering,Banner,Employee Retention,Instagram,0
25,Male,Finance,Onboarding Specialist,Finance,Video,Technology,LinkedIn,0
32,Male,Finance,Head of HR,Engineering,Video,Career Development,Instagram,0
53,Female,Engineering,Onboarding Specialist,Finance,Banner,Employee Retention,Instagram,0
39,Female,Finance,Talent recruiter,Marketing,Banner,Career Development,Instagram,1
39,Male,Finance,HR coordinator,Marketing,Banner,Employee Retention,TikTok,0
48,Female,HR operations,HR coordinator,Marketing,Video,Technology,TikTok,0
27,Male,Marketing,HR manager,Marketing,Banner,Technology,Instagram,0
22,Female,Marketing,Talent recruiter,Engineering,Banner,Technology,TikTok,0
31,Male,Finance,Onboarding Specialist,Human Resources,Banner,Technology,Instagram,0
43,Male,Marketing,Head of HR,Marketing,Banner,Payroll Automation,Instagram,0
47,Female,Finance,Talent recruiter,Human Resources,Video,Technology,TikTok,1
39,Male,Marketing,HR manager,Finance,Video,Technology,Instagram,1
23,Female,Finance,HR coordinator,Engineering,Video,Technology,TikTok,0
36,Male,Engineering,HR coordinator,Marketing,Video,Career Development,LinkedIn,0
34,Female,Marketing,Onboarding Specialist,Engineering,Banner,Career Development,Instagram,0
46,Female,Marketing,Talent recruiter,Finance,Banner,Employee Retention,TikTok,0
22,Male,Engineering,Talent recruiter,Engineering,Banner,Employee Retention,TikTok,0
47,Female,Engineering,HR manager,Human Resources,Banner,Employee Retention,LinkedIn,0
52,Female,Marketing,Head of HR,Engineering,Banner,Payroll Automation,Instagram,0
51,Female,Marketing,HR manager,Finance,Banner,Payroll Automation,TikTok,0
23,Male,Marketing,HR coordinator,Human Resources,Video,Career Development,TikTok,0
51,Female,Engineering,Talent recruiter,Engineering,Video,Technology,TikTok,0
31,Male,Engineering,Onboarding Specialist,Marketing,Banner,Career Development,TikTok,0
48,Male,Marketing,HR coordinator,Marketing,Banner,Employee Retention,LinkedIn,0
25,Male,HR operations,Head of HR,Human Resources,Banner,Payroll Automation,Instagram,0
32,Male,Marketing,Talent recruiter,Engineering,Banner,Career Development,Instagram,1
32,Male,Marketing,HR coordinator,Finance,Banner,Technology,Instagram,0
26,Male,Finance,HR coordinator,Human Resources,Banner,Payroll Automation,TikTok,0
33,Female,HR operations,Onboarding Specialist,Engineering,Banner,Payroll Automation,Instagram,0
40,Male,Finance,Talent recruiter,Finance,Video,Career Development,TikTok,0
48,Male,Marketing,HR coordinator,Marketing,Banner,Employee Retention,LinkedIn,0
37,Female,Marketing,HR coordinator,Human Resources,Banner,Payroll Automation,LinkedIn,0
32,Male,Engineering,Head of HR,Engineering,Video,Career Development,Instagram,0
24,Male,Engineering,HR manager,Human Resources,Banner,Payroll Automation,LinkedIn,0
29,Male,Marketing,Onboarding Specialist,Finance,Banner,Technology,LinkedIn,0
48,Female,Engineering,Talent recruiter,Engineering,Video,Technology,TikTok,0
31,Male,Engineering,Onboarding Specialist,Marketing,Banner,Career Development,TikTok,0
33,Male,Marketing,Onboarding Specialist,Engineering,Video,Technology,TikTok,0
38,Male,Marketing,HR manager,Marketing,Video,Career Development,Instagram,0
31,Male,Finance,Onboarding Specialist,Human Resources,Banner,Technology,Instagram,0
